screen_name,id_str,created_at,coordinates,place,text,geo_location
Twheater2,1154103455511826432,2019-07-24 18:58:00,,,Neighbors working together to clear debris from tornado on Cape Cod https://t.co/t5Q77bZDT7,
wdefnews12,1154102201347973120,2019-07-24 18:53:01,,,Winds rip roof off hotel as rare tornado hits Cape Cod https://t.co/TOQhRel0HV,
MooreintheAM,1154101580372807685,2019-07-24 18:50:33,,,So now there has been a tornado in Cape Cod.  Combine that with the sharks and what have we?,
1RedForrest,1154101382770647040,2019-07-24 18:49:46,,,"Parts of Cape Cod were struck by storm bursts and a tornado yesterday:

https://t.co/808vtjNfxf",
H_Linville,1154101334926217217,2019-07-24 18:49:35,,,Lucky that we planned our trip back to the Cape for this weekend. Looks like we will be doing a lot of repairs to t… https://t.co/bBfbUQRZcB,
boston_informer,1154101288218570754,2019-07-24 18:49:23,,,Video: Man survives wild ride on sailboat during tornado on Cape Cod https://t.co/AFxEtFjrJ5 https://t.co/B5vCvALkrS,
BostonGlobe,1154101204458332161,2019-07-24 18:49:03,,,Neighbors working together to clear debris from tornado on Cape Cod https://t.co/d0GDlcXDut,
GraceCLett20,1154101074019737600,2019-07-24 18:48:32,,,Probably my favorite moment from this summer has been hearing people in the newsroom refer to the tornado that hit Cape Cod as a “twistah”,
4029news,1154100473764425729,2019-07-24 18:46:09,,,Cape Cod hit by rare tornado https://t.co/I8VVpnixcJ https://t.co/IJJ93QKSb3,
medmission,1154100410367561728,2019-07-24 18:45:54,,,"PRAISE REPORT FROM MY WIFE!

Good Afternoon 
I am PRAISING AND THANKING THE LORD FOR HIS GRACE &amp; MERCY AND HIS MIGH… https://t.co/5ZgqYjBFiu",
MaureenGreenCC,1154100041180536832,2019-07-24 18:44:26,,,"This was the Cape Cod tornado, as seen from a window in my home yesterday: Cape Cod Tornado 2019 https://t.co/lF7VbOu1aZ via @YouTube",
I_News_N,1154099560614117378,2019-07-24 18:42:32,,,Tornado hits Cape Cod leaving greater than 33000 residents without energy -- #Tornado #hit...… https://t.co/iLdmZbHitZ,
NBC10Boston,1154099202617729024,2019-07-24 18:41:06,,,"""It's very hard at this point to calculate how much debris and how much damage has been caused by this,""… https://t.co/Xh0MlOn5GI",
SharkScience,1154099101790855168,2019-07-24 18:40:42,,,High End EF-1 #Tornado Confirmed  on #Cape Cod with maximum wind strength of 110 mph. Much damage at tornado touchd… https://t.co/Lx0yiaUGxY,
GupKan,1154098709463912448,2019-07-24 18:39:09,,,"EF1 tornado rips roof off hotel in Cape Cod, leaves trail of damage https://t.co/KTFTQaKYT5 https://t.co/RZedx32BER",
amyhallboston,1154098703768027136,2019-07-24 18:39:07,,,700 crews work on Cape Cod to clear debris and restore power after tornado hits area https://t.co/vWFY7vLtU5 https://t.co/kJkQAVbU8x,
BostonDotCom,1154097989285240832,2019-07-24 18:36:17,,,Video: Man survives wild ride on sailboat during tornado on Cape Cod https://t.co/c1mYNRBeXJ https://t.co/ExqtMnMFIR,
weathernetwork,1154097583368933376,2019-07-24 18:34:40,,,"The U.S. National Weather Service confirmed that a strong, but rare EF-1 tornado hit Cape Cod, Massachusetts on Tuesday.",
aesthicari,1154095863670685702,2019-07-24 18:27:50,,,@Louis_Tomlinson @420mitpaula we just had a tornado in cape cod lol,
MistressDeath,1154095236743749633,2019-07-24 18:25:21,,,'Need more resources on the ground' Gov. Baker says about Cape Cod tornado cleanup https://t.co/xFzlNpe4O2,
FerretSlave,1154095228887846912,2019-07-24 18:25:19,,,Tornadoes and earthquakes where they've never happened before. High winds rip roof off hotel as rare tornado strike… https://t.co/ppfbs3SPPW,
greavespg,1154094943130046464,2019-07-24 18:24:11,,,"Between Fort Greene and Southeast Queens, I lived in NYC for over three decades. I don't recall flooding in… https://t.co/PciwrymZDB",
1776_2026,1154094190827057152,2019-07-24 18:21:11,,,"A rarity: Tornado touched down on Cape Cod (South Yarmouth)
Tuesday https://t.co/F4085nKyTI",
MJPatchouli,1154093610335293440,2019-07-24 18:18:53,,,"A tornado at Cape Cod is kind of unusual. Very unusual, actually. Oh, well, crank up the AC and carry on ... https://t.co/x2q772YNYj",
CTVNews,1154092793079455746,2019-07-24 18:15:38,,,WATCH: Rare tornado rips roof from Cape Cod inn https://t.co/keast63qrP https://t.co/FeKoDJiXYe,
MassDFS,1154092664029155328,2019-07-24 18:15:07,,,"The aftermath of the #tornado will be difficult. If you are using a #generator, be sure to use it outside (not in a… https://t.co/CsQnhUABpB",
Tori_Bedford,1154092529387749376,2019-07-24 18:14:35,,"Place(_api=<tweepy.api.API object at 0x10f0244e0>, id='dcc2334931ee6f8d', url='https://api.twitter.com/1.1/geo/id/dcc2334931ee6f8d.json', place_type='city', name='Dennis', full_name='Dennis, MA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10f0244e0>, type='Polygon', coordinates=[[[-70.241626, 41.712796], [-70.168505, 41.712796], [-70.168505, 41.752574], [-70.241626, 41.752574]]]), attributes={})","Cape Cod is recovering from the tornado. Dan McDowell manages this property in Dennis, where a live electrical wire… https://t.co/168B3J2vAr",
WCVB,1154092498739965952,2019-07-24 18:14:28,,,National Weather Service confirms multiple tornado touchdowns on Cape https://t.co/oOGn5NUFxz https://t.co/kUuRVzQmHw,
BostonGlobe,1154092253792673792,2019-07-24 18:13:29,,,Video: Man survives wild ride on sailboat while tornado blew through parts of Cape Cod https://t.co/TbQmgT6XJz,
Lddbabyy,1154092097047277571,2019-07-24 18:12:52,,,"Aerial footage shows path of destruction left by tornado on Cape Cod – Boston News, Weather, Sports | WHDH 7News https://t.co/gU9AkhEs5N",
e_newsUS,1154091968823222273,2019-07-24 18:12:22,,,"Tornado hits Cape Cod leaving more than 33,000 residents without power - https://t.co/24XQdtXklL https://t.co/5wobkBfe73",
NewsGrit,1154091399257546757,2019-07-24 18:10:06,,,"Rare Tornado Thrashes Cape Cod, Causing 'Extensive Damage' #NewsGrit https://t.co/SHX51wICHB",
FacilityONE_KY,1154090909690187776,2019-07-24 18:08:09,,,Intense summer weather was on display in Cape Cod this week when a tornado ripped the roof from a motel. Facilities… https://t.co/QR9qH8lfD1,
rabbiepower,1154090817755074561,2019-07-24 18:07:47,,,Thousands remain without power day after tornado on Cape Cod https://t.co/JLGuHCbYQ9,
Hartford_NC,1154090282155032578,2019-07-24 18:05:39,,,Hartford News Travel Experts Offer Tips to Vacationers Heading to Cape Cod After Tornado https://t.co/mwVHP8vwQb https://t.co/AQ45hzEDCO,
BigPat31,1154090277801463808,2019-07-24 18:05:38,,,Tornado &amp; no power can't stop #Ansonia baseball alums from getting together in Cape Cod! #ChargerBaseball https://t.co/DzVVYxLeA9,
MatthewCappucci,1154090171962462224,2019-07-24 18:05:13,,,"Does this look familiar?

Just 24 hours off the Cape Cod #tornado, a similar mesolow with a similar apparent rotati… https://t.co/nYcOYr2Lo1",
EmergencyMgtMag,1154090099489071104,2019-07-24 18:04:56,,,"Cape Cod hit by EF1 tornado, National Weather Service confirms https://t.co/cErDQwZcon https://t.co/jweKPMxIC1",
WCVB,1154089151077199872,2019-07-24 18:01:10,,,'Need more resources on the ground' Gov. Baker says about tornado cleanup https://t.co/jnYh4mRhym https://t.co/Bqc03mYH0j,
chriskeach,1154088215264944128,2019-07-24 17:57:27,,,5 Terrifying Moments From the Cape Cod Tornado https://t.co/0qZ5HYdYsF via @NECN,
GlobeMetro,1154087935635001344,2019-07-24 17:56:20,,,Neighbors working together to clear debris from tornado on Cape Cod https://t.co/WrKhJgGCRw,
chriskeach,1154087483056902146,2019-07-24 17:54:32,,,"Cape Cod residents assess tornado damage, begin cleanup https://t.co/fIERvb8Wid",
wpri_feed,1154087356540051456,2019-07-24 17:54:02,,,Cleanup efforts underway after tornado tears through Cape Cod https://t.co/NENv78cQXG,
charluv2011,1154087154080858112,2019-07-24 17:53:14,,,"#Tornado hits #CapeCod leaving more than 33,000 residents without power https://t.co/qWjdNKFjH6",
KimWBZ,1154087033062735874,2019-07-24 17:52:45,,,.@MassGovernor tells reporters 32 thousand customers are still without power in the areas of Cape Cod hit by yester… https://t.co/X2Ko9lZzhW,
Cool_102,1154086864904761344,2019-07-24 17:52:05,,,Cape Cod Tornado Took Down Trees And Power Lines And Tore Off Roofs https://t.co/Z1E1ErPc3p,
ABPC84,1154086693588393990,2019-07-24 17:51:24,,,"Cape Cod Tornado Leaves Thousands in the Dark, Causes Extensive Damage  https://t.co/HabdRIB5cJ",
NECN,1154086375899193349,2019-07-24 17:50:08,,,"STREAMING: Gov. Baker hold press conference in Harwich, Mass. following Cape Cod tornado https://t.co/hj7vBE5zhv",
NBC10Boston,1154086242482642944,2019-07-24 17:49:36,,,"WATCH NOW: Gov. Bakers holds press conference after Cape Cod tornado leaves thousands without power, causes extensi… https://t.co/IOsv9cTOjI",
EzekielFrezza,1154085561532989441,2019-07-24 17:46:54,,,"#CapeCod Tornado en South Yarmouth y Dennis en Cape Cod, Massachusetts https://t.co/dTlXQJkvYU",
991PLRFM,1154085082786861058,2019-07-24 17:45:00,,,"Listen to @ChazandAJ's Podcast 

• Hillary Gunn talks about the fight against tolls, which leads to a long talk abo… https://t.co/SYJzgupIlc",
anna_annie12,1154083379064823808,2019-07-24 17:38:14,,,Cape Cod tornado: High winds rip roof off hotel as rare tornado strikes Massachusetts' Cape Cod - CBS News https://t.co/HG1PHuOttL,
breakingnewsma,1154082578577727488,2019-07-24 17:35:03,,,Tornado with wind speeds up to 110 mph touched down in Cape Cod.. https://t.co/wV1waPPwRJ https://t.co/KBfKufRrDw,
donnyfootball66,1154082018923372544,2019-07-24 17:32:49,,,There have been 13 shark sightings and a touched-down tornado on Cape Cod this year. I think it’s safe to say where… https://t.co/cSn1MDGFDf,
Rosemary913,1154081937054527493,2019-07-24 17:32:30,,,"Rare tornado touches down in Cape Cod, Massachusetts https://t.co/yt984miPoA",
BarryGeiman,1154081480123043842,2019-07-24 17:30:41,,,"Thousands remain without power day after tornado on Cape Cod
https://t.co/LruQfiE4Kf",
7News,1154081348753211392,2019-07-24 17:30:09,,,'Like a feather': Whipping wind from tornado lifts boats off stands at Cape Cod marina https://t.co/Djo79mXPb4… https://t.co/x94Qq6L1Vr,
WWLP22News,1154081320399773696,2019-07-24 17:30:03,,,Cape Cod hotels impacted by tornado https://t.co/OrY4oQtHXy,
helpareporter,1154080189116235776,2019-07-24 17:25:33,,,"#URGHARO By 3pm ET: Seeking to interview people currently vacationing on Cape Cod re: recent events (e.g. sharks, t… https://t.co/Hx7i7L7pst",
CapeCodToday,1154079962334294017,2019-07-24 17:24:39,,,Congressman Keating Issues Statement on Cape Cod Tornado https://t.co/sJOjJ9FKUQ https://t.co/RjeHiQqOqF,
therightblue,1154079349580034048,2019-07-24 17:22:13,,,"Tornado hits Cape Cod leaving more than 33,000 residents without power https://t.co/Foz14rjXpa",
newsbell,1154078790341058561,2019-07-24 17:20:00,,,"JUST IN: @EversourceMA reporting Cape Cod outages at 29,000 following yesterday's EF-1 tornado; .@FOX61News'… https://t.co/vUe9q343ME",
Need2Know,1154078539806756866,2019-07-24 17:19:00,,,"A tornado touched down twice on #CapeCod, with winds up to 110 mph, according to The #NationalWeatherService. It ri… https://t.co/NMcdTYZvVe",
7News,1154077318245158912,2019-07-24 17:14:09,,,Tens of thousands still without power as crews clean up from Cape Cod tornado https://t.co/YaA43QXlEe #7NEWS https://t.co/2NCfPDkUaf,
Mass_Consumer,1154077281951920128,2019-07-24 17:14:00,,,Cape Cod experienced a dangerous tornado yesterday. Learn how to prepare in case you experience one yourself:… https://t.co/LGX0Hy2XEs,
Joy105com,1154076917571772418,2019-07-24 17:12:33,,,"Tornado hits Cape Cod leaving more than 33,000 residents without power!  #capecod #tornado https://t.co/qwixfPfx0t https://t.co/YBEE2IxAaz",
22NewsStormTeam,1154075778679803904,2019-07-24 17:08:01,,,Cape Cod hotels impacted by tornado https://t.co/rx8T0ySaZF,
PatriotNews,1154075716633411584,2019-07-24 17:07:47,,,"Rare Cape Cod tornado reaches 110 mph, touches down in two towns https://t.co/ZbsTMiqUoG",
95wxtk,1154075672496750592,2019-07-24 17:07:36,,,Ed talks about the tornado which ran through several towns on Cape and caused significant damage. https://t.co/SAdIQ5JeVM,
VOJay_Pgh,1154075172573503489,2019-07-24 17:05:37,,"Place(_api=<tweepy.api.API object at 0x10f0244e0>, id='946ccd22e1c9cda1', url='https://api.twitter.com/1.1/geo/id/946ccd22e1c9cda1.json', place_type='city', name='Pittsburgh', full_name='Pittsburgh, PA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10f0244e0>, type='Polygon', coordinates=[[[-80.095586, 40.3615796], [-79.8657933, 40.3615796], [-79.8657933, 40.501198], [-80.095586, 40.501198]]]), attributes={})","Fox News: Tornado hits Cape Cod leaving more than 33000 residents without power.
https://t.co/rmOBgTAIXx

via @GoogleNews",
WBURSteve,1154074799133614080,2019-07-24 17:04:08,,,.@MassGovernor meets with Cape Cod first responders following yesterday’s tornado which touched down in Yarmouth an… https://t.co/N4FWOC4ODw,
coastalliving,1154074770805276672,2019-07-24 17:04:01,,,Cape Cod battered by rare and terrifying tornado that touched down in multiple locations: https://t.co/RXTxbrBrHY https://t.co/01YnC8Y15e,
DrPJSullivan,1154074668086808576,2019-07-24 17:03:37,,,Eversource Crews Continue to Respond to Cape Following Tornado— huh? Tornado on Cape Cod. Welcome to climate change… https://t.co/OoHUvph5aR,
PennLive,1154074385193537538,2019-07-24 17:02:29,,,"Rare Cape Cod tornado reaches 110 mph, touches down in two towns https://t.co/awPyyAtRJf",
BackwardsReader,1154074113813680131,2019-07-24 17:01:25,,,@smerconish Thank you for your tweets re the hearing. We are on Cape Cod a few blocks away from the 1st tornado tou… https://t.co/HeLfig0OcF,
marketcheetah,1154073966253879301,2019-07-24 17:00:49,,,Blue Cross Blue Shield of Massachusetts Expedites Access to Care for Members Affected by Tornado and Severe Weather https://t.co/IqTYFYHGUQ,
JustJessUSA,1154073795654836225,2019-07-24 17:00:09,,,"Multiple tornado touchdowns in Cape Cod, NWS says https://t.co/ATsIjjkSwg",
andrewdreyfus,1154073383681703936,2019-07-24 16:58:30,,,We are expediting access to care for our @BCBSMA members in the towns &amp; communities affected by the tornado that hi… https://t.co/KVg5V6Ww8q,
WeatherNation,1154073098804531200,2019-07-24 16:57:23,,,"Clean up efforts continue today after a reported EF1 tornado swept through  the Cape Cod region yesterday, the firs… https://t.co/rLEM4cZFOj",
WWLP22News,1154072754183950344,2019-07-24 16:56:00,,,Eversource working to restore power in Cape Cod after tornado https://t.co/JCNpvZOl18,
JamesRojasWBZ,1154072558796328960,2019-07-24 16:55:14,"{'type': 'Point', 'coordinates': [-70.0764, 41.6861]}","Place(_api=<tweepy.api.API object at 0x10f0244e0>, id='7bf68c296c8d1651', url='https://api.twitter.com/1.1/geo/id/7bf68c296c8d1651.json', place_type='city', name='Harwich Center', full_name='Harwich Center, MA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10f0244e0>, type='Polygon', coordinates=[[[-70.085459, 41.675529], [-70.051886, 41.675529], [-70.051886, 41.709591], [-70.085459, 41.709591]]]), attributes={})",A tornado touched down in Cape Cod Tuesday and left behind a lot of damage. Power is out for thousands of people bu… https://t.co/DCamv6XBSF,"{'type': 'Point', 'coordinates': [41.6861, -70.0764]}"
NBC10_Jared,1154072406463586305,2019-07-24 16:54:37,,,"Cape Cod residents assess tornado damage, begin cleanup @NBC10 https://t.co/T0RYy9NXdk",
bostonnewsnow,1154072032029446145,2019-07-24 16:53:08,,,"Cape Cod Tornado Leaves Power Outages, Trail Of Damage In Harwich, Yarmouth https://t.co/oLiEJV453h https://t.co/MLnMFsBFWX",
Riverseeker,1154072023196475393,2019-07-24 16:53:06,,,"Rare Cape Cod tornado reaches 110 mph, touches down in two towns - https://t.co/F3Aw1TLJZk https://t.co/ubvceU1Ccc",
BostonGlobe,1154072017605447681,2019-07-24 16:53:05,,,"As fierce winds blew and boats capsized around him Tuesday on Cape Cod, Corey Smith captured some dramatic moments… https://t.co/oxQfSSOXhK",
Hits943,1154071929654874112,2019-07-24 16:52:44,,,"Roof torn off Cape Cod hotel, as high winds, tornado strike | Hits 94.3 https://t.co/XplQcWFbE4",
emilysweeney,1154071248596434945,2019-07-24 16:50:01,,,Man survives wild ride on sailboat while #tornado blew through parts of Cape Cod  https://t.co/jeLISpvBNy via @BostonGlobe #Chatham,
ABC6,1154070697012076544,2019-07-24 16:47:50,,,"Cleanup efforts are in full swing after a tornado tore through a scenic, oceanside Cape Cod town Tuesday afternoon,… https://t.co/dBtcL54eHy",
WGAL,1154070321978363905,2019-07-24 16:46:21,,,Cape Cod hit by rare tornado https://t.co/RjxwiRBIHA https://t.co/BLhZbqB4kI,
KittyMc07568577,1154069917836165120,2019-07-24 16:44:44,,,"Tornado hit yesterday. Next door to me in Chatham, Cape Cod !",
HelenAnn16,1154069505800364032,2019-07-24 16:43:06,,,"Tornado hits Cape Cod leaving more than 33,000 residents without power | Fox News https://t.co/431DJjWbbf",
NBC10Boston,1154069490021425156,2019-07-24 16:43:02,,,Cape Cod Tornado: Potent combo fueled Tuesday's powerful storm https://t.co/VPUffSFJHm https://t.co/ppn5c6xvST,
WJHL11,1154067993686679552,2019-07-24 16:37:05,,,"The National Weather Service confirmed at least one tornado touched down in Cape Cod, Massachusetts Tuesday. A stat… https://t.co/Ry2RHc5hUG",
markpothier,1154067238732746753,2019-07-24 16:34:05,,,It always amazes me that people in life-threatening situations like this one decide it's a good idea to shoot some… https://t.co/V8EHBaAGkK,
OrazziBp,1154066738084012033,2019-07-24 16:32:06,,,"The Bristol Press - Wild weather: Tornado on Cape Cod, flooding and lightning in Connecticut https://t.co/nkgGWUObwM",
JayMidnyte,1154066451076018179,2019-07-24 16:30:58,,,The NWS confirmed an EF-1 tornado touched down in Yarmouth &amp; again in Harwich with pockets of EF-1 damage in both l… https://t.co/qt2PU4DHcw,
Tweater2019,1154065710886412288,2019-07-24 16:28:01,,,"Tornado Blasts Through Cape Cod, Sinks Boats

From The Weather Channel iPhone App https://t.co/dop7DRoxvh",
WWLP22News,1154064415911796736,2019-07-24 16:22:52,,,Photo gallery from @EversourceMA  https://t.co/rCjbKmdV7L https://t.co/2ceDIOxVhU,
cbinflux,1154064014709862400,2019-07-24 16:21:17,,,Cape Cod Battered by Rare and Terrifying Tornado That ...https://t.co/jkF0wjocaW,
22NewsStormTeam,1154063949240963072,2019-07-24 16:21:01,,,Eversource working to restore power in Cape Cod after tornado https://t.co/4TuvTt1NSw,
GlobeMetro,1154063895901986817,2019-07-24 16:20:48,,,Video: Man survives wild ride on sailboat while tornado blew through parts of Cape Cod https://t.co/46eUNCimbx,
WWLP22News,1154063796446670848,2019-07-24 16:20:25,,,Downtown Chatham still has no power. Most main street businesses are closed. Lots of cleanup work is still being do… https://t.co/6SFabzrslZ,
89Nich,1154063582436503552,2019-07-24 16:19:34,,,"Power is slowly being restored this afternoon, smoke alarms are making their strange noises, man we lost about thre… https://t.co/yPoEe99TsC",
VisitCapeCod,1154063203300761601,2019-07-24 16:18:03,,,"‘Thar She Blew...phew! Fortunately, no life-threatening injuries were sustained during the tornado that blew yester… https://t.co/Ezp1rWTy8T",
barstoolsports,1154062434488860672,2019-07-24 16:15:00,,,A Cape Cod Hotel Got Its Roof Peeled Off by a Tornado https://t.co/wJCmSrvbUn https://t.co/jz6SNpRqyB,
evnsocial,1154062165348892672,2019-07-24 16:13:56,,,Powerful Cape Cod tornado slams through local's yard https://t.co/akAlRq0CEO https://t.co/5KPYUQUtV0,
important1223,1154061431064547334,2019-07-24 16:11:01,,,Tornado hits Cape Cod as thunderstorms break the heat https://t.co/AsgOddMHc0 via @MailOnline,
Drammmaman,1154061246838108160,2019-07-24 16:10:17,,,"Cape Cod? Yes. Massachusetts? Yes. July? Yes. A tornado? Yes.

Climate change? Nope. Global warming? Nope.

Click t… https://t.co/IOzBb6L8AV",
news_leech,1154061145818443782,2019-07-24 16:09:53,,,Tornado hits Cape Cod as thunderstorms break the heat https://t.co/ChRm8Yqvq6 via @MailOnline,
ShepardLovesMac,1154060806872588291,2019-07-24 16:08:32,,,"Laura Podesta reports: tornado strikes Cape Cod.  

Been praying 4 a tornado.

Laura Valentine is me split into 3-s… https://t.co/Fbnj67oDJI",
winnywatkins,1154060776572882947,2019-07-24 16:08:25,,,Cape Cod had a tornado last night... which means a lot of n’easterners found out that tornadoes actually do sound l… https://t.co/k6wxtBQBB2,
Agent_X11,1154060716070055938,2019-07-24 16:08:10,,,"Laura Podesta reports: tornado strikes Cape Cod.  

Been praying 4 a tornado.

Laura Valentine is me split into 3-s… https://t.co/5R93Rex1Ws",
JobsRabbitsFoot,1154060518799368193,2019-07-24 16:07:23,,,"Laura Podesta reports: tornado strikes Cape Cod.  

Been praying 4 a tornado.

Laura Valentine is me split into 3-s… https://t.co/tn96NlO2I5",
ShepardsEnding,1154060385651253249,2019-07-24 16:06:52,,,"Laura Podesta reports: tornado strikes Cape Cod.  

Been praying 4 a tornado.

Laura Valentine is me split into 3-s… https://t.co/yTmaDKO3pw",
LoisHenryStone,1154060354533625857,2019-07-24 16:06:44,,,"Rare Cape Cod tornado touches down, NWS confirms https://t.co/WeHC4Kw7Q7",
shepardout,1154060303191236609,2019-07-24 16:06:32,,,"Laura Podesta reports: tornado strikes Cape Cod.  

Been praying 4 a tornado.

Laura Valentine is me split into 3-s… https://t.co/9vCktfFBFI",
ShepardLovesMac,1154060097431232515,2019-07-24 16:05:43,,,"Laura Podesta reports on tornado strikes Cape Cod.  

Been praying 4 a tornado.

Laura Valentine is me split into 3… https://t.co/NKcoXZk1XB",
Fabiolucv,1154060001704476672,2019-07-24 16:05:20,,,"Tornado hits Cape Cod leaving more than 33,000 residents without power https://t.co/afEtVZ2vcj https://t.co/uNdU4gceXv",
Agent_X11,1154059953067499520,2019-07-24 16:05:08,,,"Laura Podesta reports on tornado strikes Cape Cod.  

Been praying 4 a tornado.

Laura Valentine is me split into 3… https://t.co/EsvzthM5ns",
AgentX1176,1154059849396867077,2019-07-24 16:04:44,,,"Laura Podesta reports on tornado strikes Cape Cod.  

Been praying 4 a tornado.

Laura Valentine is me split into 3… https://t.co/nz15RSXx0e",
ScoopRocket,1154059831520743424,2019-07-24 16:04:39,,,"Tornado hits Cape Cod leaving more than 33,000 residents without power https://t.co/qflD1oVBH7",
AgentX1176,1154059808175263749,2019-07-24 16:04:34,,,"Laura Podesta reports on tornado strikes Cape Cod.  

Been praying 4 a tornado.

Laura Valentine is me split into 3… https://t.co/BnLWweOBhZ",
