tweet id,tweet,label,disaster
378115570287542273,#DEVELOPING | 1 Dead as Flash Flooding Hits Parts of Colorado http://t.co/RDMF3TkiQH [via @AP],on-topic,flood
378118359511887872,Everyone stay safe in the #BoulderFlood! Especially those having to be evacuated. It's getting dangerous.,on-topic,flood
378120104312991744,"GO=&gt;http://t.co/Xvxx1KW39m #boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#music, http://t.co/FHOoVObeFy",off-topic,flood
378122012742668288,One person #killed and homes #destroyed after flash floods wreak havoc in #Colorado - Sep 12 @ 7:44 AM ET http://t.co/V3o4BAZiFI,on-topic,flood
378122033697402880,"RT @reedtimmerTVN: LIFE THREATENING flash #flooding in Colorado Foothills including Colorado Springs, Fort Collins, and Boulder areas http:…",on-topic,flood
378122948064067584,RT @breakingstorm: 2nd death related to Colorado flooding reported - @9NEWS; for more: http://t.co/DfOjwyccDP,on-topic,flood
378127377240293376,"Visit=&gt;http://t.co/CbecmqI2y4  AND★RT★IF★YOU★WANT★FOLLOWERS★#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx http://t.co/iLZ0Tr5P8G",off-topic,flood
378127477928783872,Student captures flash flooding on University of Colorado campus http://t.co/VMQc9BBU43,on-topic,flood
378128681677234176,#Colorado flooding kills two. @ryanparkerdp  http://t.co/Pqi3EpjGj3 …,on-topic,flood
378129197576642562,"RT &amp; VISIT 4 GAIN FOLLOWERS=&gt;http://t.co/PFVY23FTBV  ★#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#musi http://t.co/za8uubIZAH",off-topic,flood
378130011292979200,RT @ryanparkerdp: STRESS: OEM warns DO NOT leave your home if you do not have to. DO NOT DRIVE in Boulder. Period. #boulderflood,on-topic,flood
378130057396371456,"I GET 8036 REALL FOLLOWERS! http://t.co/cn38YSxOWS  ✈#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#music http://t.co/1tgnsWiOXm",off-topic,flood
378133446410784768,"JUST IN: A second person has died in Colorado's flash flooding, officials say. http://t.co/RjJiXKrbuS #cowx",on-topic,flood
378133551272562688,RT @NewsBreaker: More on deadly Colorado flooding reported by @Kelly7News with @7newsNOW.,on-topic,flood
378133932937445376,"GO=&gt;http://t.co/t4wnarC1fo #boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#music, http://t.co/XPpsCjZdvM",off-topic,flood
378134704710766592,"RT @abc7newsBayArea: UPDATE: Flash flooding in Boulder County, Colorado has left two people dead. http://t.co/ntQm6jaDBR",on-topic,flood
378135161881128960,"RT &amp; VISIT 4 GAIN FOLLOWERS=&gt;http://t.co/aG6g9SCYwu  ★#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#musi http://t.co/BPS31hFNqE",off-topic,flood
378135338050260992,"I GET 9524 REALL FOLLOWERS! http://t.co/gCqVdKlSSK  ✈#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#music http://t.co/cK3Ubq0KFx",off-topic,flood
378137582007496704,#Preachit #lightbulb #patrickstar #patrick #meme  #rain #colorado #boulderflood #itsbad http://t.co/yOtcXNNxB3,off-topic,flood
378137695240732672,"@_fl0ss: Boulder, Colorado feels God's wrath! Rejoice, for the rapture cometh. Let all #atheist sodomites drown! #boulderflood #cowx Harsh",off-topic,flood
378138974520238080,"GO=&gt;http://t.co/RYysuBUj6Y ★RT★FOLLOWME★IFOLLOWYOU✔#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#music,T http://t.co/DI8TqUvTTk",off-topic,flood
378139188421357568,"VISIT=&gt;http://t.co/92jE0nMU6S  ☀RT☀FOR☀NEW☀FOLLOWERS☀✔#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#musi http://t.co/w0rD7CWawk",off-topic,flood
378139846935457792,“@MelissaBuntcake: This is 287 and Dillon Rd... Cars submerged after road gives way http://t.co/V2yIGBxfzt #BoulderFlood”. Awful!,on-topic,flood
378140266366267392,@Ericccxminaj 1 Dead as Flash Flooding Hits Parts of Colo.: Flash flooding in Colorado's Boulder County has left one person...  @MJJPEACE,on-topic,flood
378141524623912960,RT @TWCBreaking: RT @140elect: Roads torn up #BoulderFlood http://t.co/NIcLiXMe97 #coflood,on-topic,flood
378143340769714176,RT @140elect: Large blocks of cement ripped off roads in #BoulderFlood http://t.co/drNnFiMJbZ,on-topic,flood
378143550510088192,I'll show the doppler radar from Boulder Colorado in just a minute...major flooding...and bridge washed away.  Amazing live pictures.,off-topic,flood
378144624243507200,"RT @fishnette Not going anywhere for a while in my hood. At Lakebriar off Linden, Twomile Creek. http://t.co/8fdCzD8kHV #coflood",on-topic,flood
378145781846257664,"GO=&gt;http://t.co/iHVoTGrXSl ★RT★FOLLOWME★IFOLLOWYOU✔#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#music,T http://t.co/th7lJCSjKF",off-topic,flood
378147442786439168,So Stupid! RT @TwitchyTeam 'Not smart': Life-threatening #BoulderFlood? Boulder college students go tubing [video] http://t.co/erUR8X0M0i,on-topic,flood
378149112123633664,"VISIT=&gt;http://t.co/yicTFXHkpO  ☀RT☀FOR☀NEW☀FOLLOWERS☀✔#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#musi http://t.co/DesHtugB7b",off-topic,flood
378149443507204096,"Two dead, several structures destroyed in Colo. flooding: Hundreds of University of Colorado-Boulder students ... http://t.co/q9lLbHkzuV",on-topic,flood
378149984551448578,"RT @jeffcosheriffco: #COFLOOD hashtags: #BoulderFlood #Waldoflood #CCCF #COWX Any others? When in doubt, turn around, seek higher ground, d…",off-topic,flood
378150852793749504,RT @thegooglecar: At least one dead in Colorado flash flooding http://t.co/lRZTeyzG7M #Environment,on-topic,flood
378151544849305600,"RT @dailycamera: If you're looking to volunteer or donate to help clean-up, @boulderoem says stay home and wait #boulderflood",on-topic,flood
378151578399559680,Colorado flash floods kill two http://t.co/2h5uyh5arY #news,on-topic,flood
378152455005282306,"RT @MarciKrivonen: Wow. RT @HemaMullur: Two trucks, one car submerged after road collapse at Hwy 287 and Dillon. #cowx #boulderflood http:/…",on-topic,flood
378155642667540480,"GO=&gt;http://t.co/3lahYesOET … #boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#music, pic.twitter.com/s9CtGiMxdK@weHeartRANZ",off-topic,flood
378155923698483202,Jamie's fine. Class canceled today at #CUBoulder. RT Flash floods kill at least 2 in Colorado http://t.co/i62gtcNMK2 via @USATODAY,on-topic,flood
378158079579127808,RT @HemaMullur: Two trucks and one car in the water after a road collapse at Hwy 287 and Dillon. #cowx #boulderflood @KDVR http://t.co/X27J…,on-topic,flood
378159971210649600,"Severe flash flooding in the Boulder, #Colorado area last night. One person died (KUSA). #cowx #flashflood http://t.co/53qZmj8dxZ",on-topic,flood
378161380462833664,RT @BBCNewsUS: Flooding from fast-moving storm in Colorado kills two people and leads to the evacuation of hundreds of homes http://t.co/fx…,on-topic,flood
378164870157721600,Yousa punk bitch if you don't know about Boulder. This flood don't know what it's dealin' wit! #boulderflood,off-topic,flood
378167080530354176,GET NEW FOLLOWERS&gt;http://t.co/GS8vfflf9S #BestRapper #initialsofsomeonespecial #throwbackthursday #BB15 #boulderflood http://t.co/avkuMM5UVE,off-topic,flood
378168267505823744,"GO=&gt;http://t.co/X6hQoSlfVx #boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#music, http://t.co/UEiWm3iHip",off-topic,flood
378168804380917761,RT @DenverChannel: PLEASE RT: New evac center at Silver Creek High School at 4901 Nelson Road in Longmont.#boulderflood -@dailycamera,on-topic,flood
378170578588291072,"The folks in #Jamestown were told to evacuate, but the road is washed out and they can't: http://t.co/btyqXlgwyE #boulderflood",on-topic,flood
378171362936102912,@MattMakens247Wx @skywarn #coflood #weather #colorado #aurora crazy flooding http://t.co/5Kajmr3Rne,off-topic,flood
378171815891595265,RT @breakingstorm: 3 dead in Colorado flooding after body of adult male discovered in Boulder County - @DenverChannel; for more: http://t.c…,on-topic,flood
378172612805152768,LasVegasSun: 2 dead as flash flooding hits parts of Colorado http://t.co/l9vwyxd5VY #lasvegas,on-topic,flood
378173116125413376,"Sheriff Pelle: We are trying desperately to get help to people, but we're continually frustrated. #COFlood",on-topic,flood
378174277947645952,RT @BoulderOEM: City of #Boulder / Boulder County public info call center: 303-413-7730. Impacted residents can call for info. #Boulderflood,on-topic,flood
378175691449069568,"RT @Weishampel: #Boulderflood road closures: http://t.co/Xip4aYz4ME many North #Boulder roads, just about every canyon. Stay home.",on-topic,flood
378176358318628864,‘Massive Flooding’ In Colorado’s Boulder County http://t.co/ePL5YuoU9M,on-topic,flood
378177356570963968,RT @blynch1020: #boulderflood no school for me https://t.co/SIZ3zHUTzS,on-topic,flood
378178619048087552,RT @RGIII: Please pray my family in Colorado and all others impacted by the #boulderflood,off-topic,flood
378178661020495872,"RT @roundpegg: Forget biking to work, today in #Boulder we could have kayaked. #boulderflood http://t.co/mMS4NkLgoI",off-topic,flood
378179256620023808,RT @fishnette: Wonderland and Linden. #boulderflood http://t.co/sspr3DviQf,off-topic,flood
378179877368631296,RT @CUBoulderPolice: #cuboulder campus will also be closed tomorrow (9/13) due to #boulderflood. #cowx,on-topic,flood
378180426818256896,"“@denvertowns: Boulder Flooding: Deadly High Waters In Northern Colorado Force Evacuations, Cause Mudslides: http://t.co/CZNUqfk5z2”. Crazy!",on-topic,flood
378180963693379584,"RT @9NEWS: Colorado flooding: 3 killed; flood waters force evacuations, destroy roads http://t.co/r1P4BmX70v #COFlood",on-topic,flood
378181332792115200,RT @KWCH12: One person dead after flash flooding in Colorado: Days of heavy rains caused flash flooding in Colorado's Boul... http://t.co/d…,on-topic,flood
378183031460069376,"Two Dead, Hundreds Evacuated, Cars Stranded in Colorado Flooding http://t.co/cYOO3LeqnH",on-topic,flood
378183505424814080,"NEW  F O L L O W E R S=&gt;http://t.co/GbtiS7o6HN   ✔#BestRapper,#boulderflood,#initialsofsomeonespecial,#pitmad,#tbt,JK http://t.co/w9XC1XF8f9",off-topic,flood
378183530599432192,RT @RGIII: Please pray my family in Colorado and all others impacted by the #boulderflood,off-topic,flood
378183627051237376,Stay safe everyone! #boulderflood,off-topic,flood
378184214274768896,RT @CBSEveningNews: The Univ. of Colorado Boulder will be closed today and tomorrow due to massive flooding in the area that has killed 2 (…,on-topic,flood
378184453362679808,"RT @9NEWS: Wall of water floods Colorado, kills 2 http://t.co/VoG6PdYLZi #9NEWS",on-topic,flood
378184491111841792,"RT @EvanKerns: If your bored, check out the trend #boulderflood, some crazy pictures.",off-topic,flood
378186965726007296,RT @cnnbrk: At least three deaths have been reported in Colorado flooding; more victims are feared. http://t.co/h6eiw6Nzog,on-topic,flood
378187288703815680,GET NEW FOLLOWERS&gt;http://t.co/uwnMBnYbnd #BestRapper #initialsofsomeonespecial #throwbackthursday #BB15 #boulderflood http://t.co/GpPY6acl7F,off-topic,flood
378188387603070976,"i get 2772 new followers=&gt;&gt;http://t.co/v6oZDe3Rgv  ✔#BestRapper,#boulderflood,#initialsofsomeonespecial,#PitMad,#TomQ http://t.co/yoHi1EYdfD",off-topic,flood
378188693791453184,"NEW  F O L L O W E R S=&gt;http://t.co/JEFMRsMqFR   ✔#BestRapper,#boulderflood,#initialsofsomeonespecial,#PitMad,#TomQan http://t.co/Rtvku5IM7H",off-topic,flood
378189641708351488,“@babylon_cat: 'Not smart': Life-threatening #BoulderFlood? Boulder college students go tubing [video] http://t.co/7MhHlJPFIx” #toosmart,on-topic,flood
378190270837186560,Bike path #boulderflood http://t.co/hNtvLZf4wO,off-topic,flood
378190577046523904,"WHAT? Boulder :( be safe, everyone!  RT @chicagotribune: Update: 2 dead, hundreds evacuated in Colorado flooding http://t.co/XfpiNCXGJl",on-topic,flood
378191575274094592,"GO=&gt;http://t.co/pFDkyfriYe #BestRapper,#boulderflood,#sharewhatsgood,#TomQandA,#initialsofso http://t.co/YzK1f8vPE2",off-topic,flood
378191675941588992,"RT @sciam: Two Dead, Hundreds Evacuated, Cars Stranded in Colorado Flooding http://t.co/cA8iXnpcax",on-topic,flood
378191730450788352,GET NEW FOLLOWERS&gt;http://t.co/v5aiR3eFoj #BestRapper #initialsofsomeonespecial #throwbackthursday #BB15 #boulderflood http://t.co/HCD4RhGGcO,off-topic,flood
378193936646303744,RT @RGIII: Please pray my family in Colorado and all others impacted by the #boulderflood,off-topic,flood
378193982796201984,GET NEW FOLLOWERS&gt;http://t.co/ddbPaKKcDG #BestRapper #initialsofsomeonespecial #throwbackthursday #BB15 #boulderflood http://t.co/hAkTJuJdkZ,off-topic,flood
378194846814437377,"NEW  F O L L O W E R S=&gt;http://t.co/Lo5hkJmYAk   ✔#sharewhatsgood,#BestRapper,#boulderflood,#TomQandA,#initialsofsome http://t.co/FLRo8BQJND",off-topic,flood
378195111080771584,"GET NEW F O L L O WERS? Visit http://t.co/AwSRQmFypt  #sharewhatsgood,#BestRapper,#boulderflood,#TomQandA,#initialsof http://t.co/ksF72alGf9",off-topic,flood
378195434033782784,#boulder I hope you're okay. #boulderflood,off-topic,flood
378195496935776257,"Know what's going on in your country. #disasters #nature #destruction 3 dead, hundreds evacuated in Colorado flooding http://t.co/y1qmqT1XMT",on-topic,flood
378195668898021376,I hope no weed plants were damaged. #boulderflood,off-topic,flood
378196650394521601,10.30am is fatter too early for Woo Girls. No matter how magical North Boulder Lake is. #boulderflood #getbackinsideyouidiots,off-topic,flood
378197732508184576,#BoulderFlood is what Puddle of Mudd should've been named,off-topic,flood
378198479111073792,bfp Live Interactive Coverage: Flooding in Colorado: Stay on top of the latest videos and social media coverag... http://t.co/jIHIa3LYBi,on-topic,flood
378198739153723392,GET NEW FOLLOWERS&gt;http://t.co/K0eY9fgAYb #BestRapper #initialsofsomeonespecial #throwbackthursday #BB15 #boulderflood http://t.co/DAZyXwJ5bs,off-topic,flood
378198986597093376,Sheriff: 3rd person killed in Colorado flooding http://t.co/IBdDzS4348,on-topic,flood
378200127443181570,RT @Amelia__Earhart: The ramp from EB I-70 to SB I-225 is closed due to flooding @9news #cotraf #coflood,on-topic,flood
378201062772981761,RT @MikeNelson247: 2:30 AM Mike &amp; Anne still on the air! #BoulderFlood #7News #cowx #Denver http://t.co/qO4E8QgD6d,off-topic,flood
378201951969632256,Colorado flooding leaves 3 people dead http://t.co/HC9lJcWsFT,on-topic,flood
378203231262093312,Video: St. Vrain River bow hitting the bottom of the bridge on Hover #longmont   http://t.co/L3aabcD2S1,on-topic,flood
378204040762363905,RT @RGIII: Please pray my family in Colorado and all others impacted by the #boulderflood,off-topic,flood
378204820903329792,RT @303GirlProblems: We hope everyone is staying safe!! #BoulderFlood #PrayForColorado,off-topic,flood
378205533913632769,"Stay informed, stay safe! #COFlood twitter list via @COEmergency: https://t.co/3ht69SK9wO #CCCF #BoulderFlood #waldoflood #COWX",on-topic,flood
378206142070939648,GET NEW FOLLOWERS&gt;http://t.co/FZ5pQM7L5o #BestRapper #initialsofsomeonespecial #throwbackthursday #BB15 #boulderflood http://t.co/PhQQ3yHAdm,off-topic,flood
378206808998821888,"RT @RedCross: For updates on how the Red Cross is responding to #Flooding in #Colorado, follow @RedCrossDenver",on-topic,flood
378207530385567744,GET NEW FOLLOWERS&gt;http://t.co/7eFIEn54SY #BestRapper #initialsofsomeonespecial #throwbackthursday #BB15 #boulderflood http://t.co/8ROHNxWH75,off-topic,flood
378208105021976576,RT @DougInBoulder: ALERT: Wall of water coming down Logan Mill RIGHT NOW! Seek higher ground IMMEDIATELY! #boulderflood #cowx /scanner/1125…,on-topic,flood
378210638364827648,"I GET 1570 REALL FOLLOWERS! http://t.co/7oWDV0bz78  ✈#HarvestFun,#EveryLittleStep,#BestRapper,#boulderflood,#sharewha http://t.co/7XZb4BD0lf",off-topic,flood
378211133330427904,RT @CUBoulder: SEEK HIGHER GROUND IMMEDIATELY: Wall of water coming down Boulder Canyon. Move away from Boulder Creek! #BoulderFlood,on-topic,flood
378211338851344384,RT @asketchyfish: USGS/NWS looks to have accurate numbers. Holding my breath this afternoon with more rain on the way. #BoulderFlood http:/…,on-topic,flood
378211359789293568,"VISIT=&gt;http://t.co/CKAAr3l9iT  ☀RT☀FOR☀NEW☀FOLLOWERS☀✔#HarvestFun,#EveryLittleStep,#BestRapper,#boulderflood,#sharewh http://t.co/S9YVQpgQqj",off-topic,flood
378212785886224384,RT @denverpost: Reader photos of the Colorado flooding -  http://t.co/HDIGxf2CQh Send us yours - http://t.co/kS5SHy2WgU #cowx,on-topic,flood
378213377262108672,@cityoflongmont ordering mandatory evacuations in the Southmoor Park neighborhood. #COFlood,on-topic,flood
378213599551832065,RT @CUBoulder: SEEK HIGHER GROUND IMMEDIATELY: Wall of water coming down Boulder Canyon. Move away from Boulder Creek! #BoulderFlood,on-topic,flood
378213784101203968,CU ALERT: Wall of water coming down Boulder Canyon. STAY AWAY FROM BOULDER CREEK. Seek higher ground immediately. #boulderflood,on-topic,flood
378214128038318080,"RT @FHSRoyalBanner: 11:30am: Large surge of water coming down Fourmile Canyon. If you are down stream, seek higher ground. #boulderflood ht…",on-topic,flood
378215919031308288,"RT @epalmero: I tend to like water more than fire, but this whole Colorado is flooding thing doesn't seem much more pleasant than Colora…",on-topic,flood
378216451670171648,"Everyone, be careful http://t.co/05OiHA3bLF #boulderflood",off-topic,flood
378217361846702080,"RT @JGeorgitis: #Boulderflood Anyone need help?  I live in Holiday neighborhood, Yarmouth and 17th and can get to you if you are close by.",on-topic,flood
378217953256157185,City of #Boulder Emergency Declaration: http://t.co/EVesFaAPHF #BoulderFlood -@CNNEditorChuck,on-topic,flood
378219127640305664,Updated: Top social media videos of the #Boulderflood http://t.co/CcVtkXxEf0 via @aimeemay,on-topic,flood
378219136033112064,RT @CherylPreheim: NEW: Sewage has leaked into water in some areas.  Stay away from water per Boulder Sheriff Dept. @9NEWS #coflood,on-topic,flood
378220373365362688,RT @9NEWS: 25% of CU's campus buildings have water damage - ranging in severity. Campus closed tomorrow too. #coflood,on-topic,flood
378220553699463168,RT @9NEWS: #COFlood RT @TrevorHughes: Bridge collapse is at 63rd and St Vrain Creek.,on-topic,flood
378220914443157504,"Evacuation center for Boulderites YMCA of Boulder Valley, 2850 Mapleton Ave, Boulder, CO 80301 #boulderflood",on-topic,flood
378221870731890688,Leaving Boulder on Hwy 128. 72 is closed. Coal Creek Canyon closed. #boulderflood http://t.co/7Q76jkQkWT,on-topic,flood
378222038500270080,Colorado flooding leaves 3 people dead  http://t.co/gunc5TlaQd,on-topic,flood
378222407594422272,"GO TO http://t.co/MANiHxt0ln  AND★RT★FOR★NEW★FOLLOWERS★✔#BestRapper,#boulderflood,#GoT1Million,#EveryLittleStep,#Harv http://t.co/63wq7W5zJz",off-topic,flood
378222998995881984,RT @ryanlanclos: Monitor #boulderflood #COwx on #Esri Disaster Response Program public information map http://t.co/ThLO0H20OG,off-topic,flood
378223082869379072,RT @Claudia_Imhoff: #BoulderFlood Large surge of water reported in Fourmile Creek passing Logan Mill @ 10:55 Residents down stream should c…,on-topic,flood
378224039187054593,My neighborhood off north 26th st in North Boulder is completely flooded except for my st + 1 other. #boulderflood,on-topic,flood
378224391496011776,RT @TimesCall: Railroad trax at Boston and Price in #Longmont under water. Reports of cars floating down Boston. #longmontflood #stvrainflo…,off-topic,flood
